customer_id,age,gender,city,income_band,card_type,credit_limit,join_date,account_status
C03048,30,Male,Delhi,Low,Platinum,440000,2019-04-27,Active
C03049,57,Male,Ahmedabad,Medium,Gold,290000,2021-02-11,Active
C03050,64,Male,Chennai,High,Classic,60000,2020-11-27,Inactive
C03051,43,Male,Bangalore,Medium,Gold,350000,2021-01-19,Active
C03052,53,Male,Delhi,Medium,Platinum,750000,2023-12-17,Active
C03053,29,Female,Hyderabad,Medium,Gold,210000,2019-07-22,Active
C03054,33,Female,Bangalore,Low,Classic,90000,2020-10-05,Active
C03055,48,Female,Delhi,Medium,Platinum,800000,2020-09-29,Active
C03056,27,Female,Pune,Low,Gold,225000,2019-09-17,Active
C03057,46,Male,Pune,High,Gold,285000,2022-06-17,Active
C03058,36,Female,Hyderabad,High,Classic,100000,2020-12-09,Active
C03059,60,Male,Pune,Low,Classic,105000,2023-03-05,Active
C03060,46,Female,Bangalore,High,Gold,295000,2022-02-13,Active
C03061,59,Male,Hyderabad,Medium,Platinum,450000,2021-06-20,Active
C03062,52,Female,Delhi,High,Classic,135000,2022-05-25,Active
C03063,56,Male,Bangalore,Medium,Classic,105000,2022-11-26,Active
C03064,62,Male,Ahmedabad,Medium,Classic,85000,2019-11-03,Active
C03065,21,Female,Pune,Medium,Gold,195000,2022-05-10,Active
C03066,41,Male,Mumbai,Low,Classic,60000,2019-04-26,Active
C03067,33,Male,Chennai,Low,Classic,145000,2020-04-13,Active
C03068,46,Female,Pune,Low,Classic,65000,2022-09-05,Active
C03069,29,Female,Mumbai,Low,Gold,210000,2020-01-31,Active
C03070,57,Male,Hyderabad,Low,Classic,145000,2023-01-30,Inactive
C03071,43,Male,Delhi,Medium,Classic,85000,2023-06-03,Active
C03072,21,Male,Kolkata,Medium,Platinum,360000,2020-05-30,Active
C03073,22,Female,Chennai,High,Classic,55000,2021-01-15,Active
C03074,63,Male,Delhi,Low,Classic,150000,2022-02-13,Active
C03075,48,Female,Hyderabad,High,Platinum,970000,2023-03-07,Active
C03076,56,Male,Delhi,Medium,Classic,145000,2020-12-20,Active
C03077,51,Male,Bangalore,Medium,Gold,340000,2023-08-03,Active
C03078,61,Male,Bangalore,Medium,Classic,65000,2023-01-13,Active
C03079,25,Male,Pune,Medium,Gold,345000,2023-08-06,Active
C03080,57,Female,Pune,Low,Classic,135000,2021-01-23,Active
C03081,45,Male,Pune,Medium,Platinum,960000,2019-08-02,Active
C03082,28,Female,Pune,Medium,Classic,95000,2023-05-02,Active
C03083,54,Male,Hyderabad,High,Classic,145000,2021-02-09,Active
C03084,59,Male,Delhi,High,Gold,340000,2021-06-01,Active
C03085,52,Male,Ahmedabad,Medium,Platinum,390000,2020-04-15,Active
C03086,31,Female,Pune,Medium,Classic,100000,2019-12-30,Active
C03087,45,Female,Hyderabad,High,Platinum,840000,2022-06-26,Blocked
C03088,23,Male,Kolkata,High,Classic,125000,2021-12-01,Active
C03089,52,Female,Chennai,High,Gold,240000,2021-04-07,Active
C03090,55,Male,Pune,Medium,Classic,145000,2020-08-08,Active
C03091,52,Female,Delhi,Low,Gold,170000,2020-12-04,Active
C03092,54,Female,Bangalore,High,Classic,80000,2020-04-24,Active
C03093,57,Female,Mumbai,Low,Classic,60000,2022-11-25,Inactive
C03094,25,Female,Kolkata,Medium,Classic,95000,2019-09-15,Active
C03095,48,Female,Bangalore,Medium,Classic,140000,2023-02-16,Active
C03096,48,Female,Delhi,Low,Platinum,660000,2022-09-10,Active
C03097,28,Male,Delhi,Low,Platinum,390000,2021-02-24,Active
C03098,47,Male,Kolkata,High,Gold,240000,2022-05-16,Active
C03099,36,Female,Delhi,Medium,Classic,105000,2022-04-11,Inactive
C03100,38,Female,Delhi,Medium,Classic,130000,2019-05-29,Active
C03101,45,Male,Pune,Medium,Gold,255000,2020-03-14,Active
C03102,21,Male,Chennai,High,Platinum,930000,2021-09-12,Active
C03103,28,Female,Mumbai,Low,Classic,145000,2023-12-23,Active
C03104,41,Female,Pune,Medium,Platinum,810000,2020-01-24,Active
C03105,54,Male,Bangalore,Medium,Platinum,830000,2019-11-24,Active
C03106,44,Male,Chennai,High,Platinum,900000,2020-07-17,Active
C03107,57,Male,Kolkata,Low,Classic,100000,2021-02-02,Active
C03108,46,Male,Hyderabad,High,Classic,75000,2021-04-13,Blocked
C03109,34,Female,Ahmedabad,Low,Classic,105000,2021-07-07,Active
C03110,49,Female,Delhi,Low,Gold,280000,2023-01-08,Active
C03111,50,Male,Kolkata,Low,Classic,130000,2019-01-23,Inactive
C03112,23,Female,Bangalore,Medium,Classic,95000,2019-02-02,Active
C03113,27,Female,Hyderabad,Medium,Gold,170000,2023-08-16,Inactive
C03114,56,Male,Mumbai,Medium,Classic,65000,2023-01-17,Active
C03115,31,Female,Bangalore,Low,Classic,80000,2022-03-19,Active
C03116,52,Female,Kolkata,Medium,Gold,220000,2023-11-13,Inactive
C03117,32,Female,Chennai,High,Gold,155000,2021-06-30,Active
C03118,35,Male,Pune,High,Gold,185000,2019-07-31,Active
C03119,58,Female,Hyderabad,Medium,Classic,125000,2023-07-02,Active
C03120,44,Male,Bangalore,High,Gold,245000,2019-10-07,Inactive
C03121,21,Male,Pune,Medium,Gold,265000,2023-06-30,Active
C03122,38,Male,Pune,Low,Classic,60000,2022-12-05,Blocked
C03123,27,Male,Pune,Low,Gold,230000,2023-07-21,Active
C03124,62,Male,Chennai,Low,Classic,70000,2019-10-08,Active
C03125,61,Male,Delhi,Medium,Classic,115000,2023-08-17,Active
C03126,22,Female,Bangalore,High,Classic,115000,2021-10-03,Inactive
C03127,60,Female,Pune,High,Classic,115000,2020-04-20,Active
C03128,51,Male,Delhi,Low,Classic,100000,2022-01-23,Active
C03129,53,Male,Pune,Medium,Platinum,940000,2023-07-27,Inactive
C03130,50,Female,Hyderabad,Medium,Classic,145000,2022-09-23,Blocked
C03131,51,Male,Kolkata,High,Platinum,880000,2020-02-02,Active
C03132,54,Male,Hyderabad,Low,Gold,190000,2022-12-29,Active
C03133,27,Female,Hyderabad,Medium,Classic,145000,2020-03-05,Active
C03134,45,Male,Delhi,High,Classic,55000,2023-08-02,Active
C03135,36,Male,Delhi,High,Gold,205000,2020-10-01,Active
C03136,42,Male,Pune,Low,Gold,345000,2020-01-25,Active
C03137,56,Male,Chennai,Low,Classic,125000,2019-09-28,Active
C03138,47,Female,Bangalore,Medium,Classic,50000,2020-05-24,Active
C03139,37,Male,Chennai,High,Gold,225000,2021-06-02,Active
C03140,24,Male,Kolkata,Low,Classic,75000,2023-11-21,Active
C03141,55,Female,Delhi,High,Platinum,400000,2023-12-19,Inactive
C03142,61,Male,Kolkata,Low,Gold,320000,2021-05-19,Active
C03143,42,Male,Bangalore,Medium,Classic,90000,2022-08-05,Active
C03144,55,Female,Ahmedabad,Medium,Classic,140000,2022-01-07,Active
C03145,64,Female,Kolkata,Low,Classic,60000,2023-10-25,Active
C03146,35,Male,Kolkata,Low,Platinum,550000,2020-09-20,Active
C03147,60,Male,Hyderabad,Medium,Classic,80000,2023-01-27,Active
C03148,64,Female,Chennai,High,Classic,115000,2022-11-18,Active
C03149,41,Male,Kolkata,Low,Gold,295000,2020-10-22,Active
C03150,33,Male,Chennai,Medium,Classic,115000,2019-12-23,Blocked
C03151,31,Male,Chennai,Medium,Classic,60000,2019-04-12,Inactive
C03152,47,Male,Delhi,Medium,Platinum,390000,2021-02-17,Active
C03153,51,Male,Bangalore,High,Classic,70000,2019-08-01,Active
C03154,64,Male,Ahmedabad,Medium,Platinum,930000,2019-10-17,Inactive
C03155,52,Female,Hyderabad,Medium,Platinum,430000,2022-01-27,Active
C03156,50,Male,Delhi,Medium,Classic,125000,2023-11-10,Inactive
C03157,38,Male,Hyderabad,Medium,Classic,90000,2021-12-01,Active
C03158,36,Male,Kolkata,Low,Classic,75000,2021-08-18,Inactive
C03159,55,Female,Mumbai,High,Gold,330000,2021-08-14,Active
C03160,29,Male,Mumbai,Low,Classic,65000,2022-12-15,Active
C03161,59,Male,Ahmedabad,Medium,Platinum,540000,2023-07-31,Active
C03162,57,Male,Ahmedabad,Medium,Gold,250000,2019-10-19,Active
C03163,30,Male,Hyderabad,Low,Classic,135000,2022-08-03,Active
C03164,32,Female,Mumbai,Low,Gold,265000,2019-02-24,Active
C03165,28,Female,Bangalore,Low,Classic,80000,2023-10-30,Active
C03166,23,Male,Kolkata,Low,Platinum,830000,2022-06-21,Active
C03167,39,Female,Kolkata,High,Gold,185000,2020-11-23,Active
C03168,31,Male,Bangalore,High,Classic,100000,2021-04-14,Active
C03169,28,Male,Kolkata,Low,Classic,130000,2021-03-02,Active
C03170,46,Male,Delhi,Low,Platinum,400000,2020-06-05,Inactive
C03171,43,Female,Hyderabad,High,Gold,345000,2021-11-05,Active
C03172,30,Male,Kolkata,Low,Platinum,880000,2020-07-27,Active
C03173,38,Male,Delhi,High,Classic,110000,2019-09-06,Active
C03174,32,Male,Bangalore,Low,Classic,110000,2021-04-07,Active
C03175,59,Male,Ahmedabad,Medium,Classic,130000,2023-11-15,Active
C03176,46,Female,Kolkata,Medium,Gold,155000,2021-11-03,Active
C03177,31,Female,Bangalore,Low,Classic,135000,2019-03-30,Active
C03178,30,Female,Bangalore,Low,Classic,65000,2022-12-01,Active
C03179,23,Female,Ahmedabad,Medium,Gold,180000,2023-10-10,Active
C03180,27,Female,Chennai,Low,Gold,225000,2021-12-12,Active
C03181,24,Male,Ahmedabad,Medium,Classic,140000,2023-01-21,Active
C03182,60,Male,Mumbai,Low,Classic,120000,2022-09-05,Active
C03183,28,Male,Delhi,Medium,Gold,215000,2019-07-30,Active
C03184,58,Male,Delhi,Medium,Classic,110000,2021-09-09,Active
C03185,33,Male,Kolkata,Medium,Classic,145000,2023-11-13,Active
C03186,32,Male,Kolkata,Low,Classic,80000,2021-09-16,Active
C03187,55,Male,Bangalore,Medium,Gold,310000,2023-05-27,Active
C03188,58,Male,Ahmedabad,Medium,Platinum,580000,2021-08-04,Inactive
C03189,63,Female,Kolkata,High,Classic,60000,2023-03-15,Active
C03190,56,Male,Chennai,Medium,Classic,150000,2022-02-03,Active
C03191,22,Male,Delhi,Low,Platinum,940000,2023-11-06,Inactive
C03192,35,Female,Pune,Low,Platinum,630000,2023-02-18,Active
C03193,54,Male,Delhi,Low,Gold,235000,2021-08-27,Active
C03194,59,Male,Chennai,Low,Platinum,920000,2023-12-13,Active
C03195,46,Male,Bangalore,Low,Gold,200000,2019-05-02,Inactive
C03196,25,Female,Chennai,Low,Gold,160000,2020-09-03,Active
C03197,45,Female,Mumbai,Low,Classic,95000,2023-06-04,Inactive
C03198,54,Female,Ahmedabad,Low,Classic,135000,2023-01-11,Active
C03199,24,Male,Ahmedabad,Low,Classic,125000,2019-04-28,Active
C03200,54,Male,Delhi,Low,Platinum,750000,2023-08-14,Active
C03201,47,Male,Mumbai,Low,Platinum,990000,2019-02-02,Active
C03202,62,Female,Delhi,Medium,Gold,280000,2022-03-19,Active
C03203,49,Female,Mumbai,Low,Classic,110000,2023-12-14,Active
C03204,25,Male,Delhi,Low,Classic,85000,2020-09-19,Active
C03205,38,Female,Pune,Low,Classic,140000,2019-05-24,Active
C03206,24,Male,Bangalore,Medium,Classic,90000,2022-03-12,Blocked
C03207,21,Female,Pune,High,Gold,335000,2023-07-13,Blocked
C03208,40,Female,Hyderabad,Low,Platinum,700000,2023-12-17,Active
C03209,26,Male,Chennai,Medium,Classic,90000,2020-08-07,Active
C03210,40,Female,Delhi,Medium,Classic,120000,2021-05-26,Active
C03211,40,Male,Chennai,Medium,Gold,275000,2022-12-01,Inactive
C03212,47,Male,Delhi,High,Classic,65000,2022-12-20,Active
C03213,46,Female,Hyderabad,High,Platinum,850000,2019-01-17,Active
C03214,52,Male,Bangalore,Low,Classic,125000,2021-11-17,Active
C03215,30,Male,Bangalore,Low,Classic,75000,2023-07-06,Active
C03216,38,Female,Chennai,Medium,Classic,105000,2023-10-01,Blocked
C03217,61,Female,Pune,High,Classic,120000,2023-02-12,Active
C03218,32,Male,Hyderabad,High,Gold,220000,2019-12-26,Blocked
C03219,30,Male,Chennai,Low,Classic,120000,2020-06-14,Active
C03220,44,Female,Bangalore,Low,Classic,125000,2019-04-07,Inactive
C03221,44,Male,Mumbai,Medium,Classic,115000,2020-10-25,Active
C03222,58,Female,Chennai,Medium,Classic,85000,2019-07-01,Inactive
C03223,45,Male,Delhi,Medium,Classic,55000,2021-12-04,Inactive
C03224,28,Male,Ahmedabad,Medium,Gold,220000,2021-02-10,Active
C03225,34,Male,Kolkata,Low,Gold,345000,2021-10-22,Active
C03226,63,Male,Bangalore,High,Platinum,770000,2020-02-26,Blocked
C03227,51,Female,Ahmedabad,High,Classic,125000,2020-01-29,Active
C03228,44,Male,Delhi,Medium,Classic,85000,2021-08-28,Active
C03229,36,Male,Ahmedabad,Medium,Classic,70000,2019-09-18,Inactive
C03230,40,Female,Hyderabad,Medium,Classic,145000,2023-04-25,Active
C03231,58,Male,Pune,Low,Gold,165000,2022-01-05,Inactive
C03232,35,Male,Pune,Low,Platinum,460000,2021-03-16,Active
C03233,34,Male,Bangalore,Low,Gold,195000,2023-05-29,Active
C03234,32,Male,Bangalore,High,Classic,65000,2020-07-17,Active
C03235,54,Male,Pune,Low,Classic,140000,2022-11-24,Active
C03236,28,Male,Chennai,Low,Platinum,630000,2023-07-29,Active
C03237,39,Male,Kolkata,Medium,Classic,140000,2023-02-07,Active
C03238,25,Female,Pune,Low,Classic,140000,2023-10-14,Active
C03239,47,Male,Pune,Low,Platinum,470000,2023-10-07,Blocked
C03240,61,Female,Chennai,Medium,Gold,315000,2019-04-01,Active
C03241,33,Female,Ahmedabad,Medium,Gold,245000,2020-11-15,Active
C03242,52,Male,Delhi,Medium,Classic,135000,2020-02-28,Active
C03243,51,Male,Chennai,Medium,Classic,125000,2021-02-17,Active
C03244,61,Male,Mumbai,Medium,Classic,65000,2020-09-13,Blocked
C03245,57,Male,Bangalore,Medium,Gold,150000,2019-01-28,Active
C03246,22,Female,Pune,Medium,Classic,60000,2022-09-06,Active
C03247,27,Female,Kolkata,Low,Platinum,780000,2019-05-07,Active
C03248,31,Female,Hyderabad,Medium,Platinum,890000,2021-03-17,Inactive
C03249,31,Female,Ahmedabad,Low,Gold,160000,2021-11-05,Active
C03250,43,Male,Bangalore,Low,Classic,150000,2019-11-14,Active
C03251,51,Male,Kolkata,Low,Classic,135000,2020-07-01,Active
C03252,64,Male,Pune,Low,Gold,300000,2019-01-31,Active
C03253,28,Female,Delhi,Medium,Gold,325000,2022-01-20,Blocked
C03254,52,Female,Pune,Medium,Gold,300000,2021-04-23,Active
C03255,41,Male,Ahmedabad,Low,Classic,85000,2020-06-06,Active
C03256,51,Male,Kolkata,High,Gold,270000,2023-04-09,Active
C03257,21,Male,Chennai,Medium,Gold,245000,2021-05-08,Active
C03258,33,Female,Bangalore,High,Classic,100000,2020-06-10,Active
C03259,31,Female,Chennai,Medium,Gold,345000,2020-07-07,Active
C03260,49,Male,Pune,Low,Gold,150000,2023-02-02,Active
C03261,24,Male,Delhi,High,Classic,150000,2023-06-28,Inactive
C03262,56,Male,Kolkata,High,Classic,130000,2023-04-06,Blocked
C03263,35,Male,Chennai,Medium,Gold,285000,2021-11-02,Active
C03264,23,Female,Hyderabad,Low,Classic,135000,2022-08-08,Active
C03265,49,Male,Pune,Low,Gold,290000,2021-12-29,Active
C03266,41,Female,Delhi,High,Gold,195000,2020-02-20,Active
C03267,22,Male,Bangalore,Low,Platinum,430000,2022-07-25,Active
C03268,26,Male,Kolkata,Medium,Gold,315000,2021-11-07,Active
C03269,51,Male,Ahmedabad,Medium,Classic,145000,2022-12-30,Active
C03270,44,Female,Bangalore,Low,Classic,60000,2021-08-23,Active
C03271,60,Female,Hyderabad,Medium,Platinum,350000,2021-02-24,Inactive
C03272,37,Male,Mumbai,Medium,Classic,50000,2022-09-20,Active
C03273,25,Male,Ahmedabad,Low,Gold,185000,2019-03-20,Active
C03274,22,Male,Chennai,Medium,Gold,235000,2022-07-14,Active
C03275,32,Male,Pune,High,Classic,50000,2022-03-07,Active
C03276,25,Female,Bangalore,Medium,Classic,130000,2021-02-08,Active
C03277,62,Male,Pune,Medium,Gold,190000,2019-03-19,Active
C03278,61,Male,Hyderabad,Medium,Platinum,560000,2020-02-10,Active
C03279,40,Female,Ahmedabad,Low,Classic,95000,2019-01-19,Blocked
C03280,28,Male,Ahmedabad,High,Platinum,430000,2023-08-15,Active
C03281,21,Male,Chennai,Medium,Gold,345000,2020-08-26,Inactive
C03282,26,Male,Delhi,Low,Platinum,700000,2020-05-19,Active
C03283,31,Female,Pune,Medium,Classic,140000,2021-12-05,Active
C03284,23,Female,Hyderabad,Medium,Classic,55000,2021-05-14,Active
C03285,51,Male,Kolkata,Low,Platinum,360000,2022-07-18,Active
C03286,48,Female,Delhi,High,Platinum,790000,2023-10-25,Active
C03287,63,Male,Kolkata,Low,Classic,140000,2020-08-22,Blocked
C03288,25,Female,Delhi,Medium,Gold,310000,2022-11-08,Inactive
C03289,46,Female,Ahmedabad,Medium,Platinum,980000,2022-12-07,Active
C03290,36,Female,Ahmedabad,Low,Classic,120000,2022-01-12,Inactive
C03291,51,Female,Delhi,High,Gold,315000,2023-08-13,Active
C03292,48,Male,Chennai,Medium,Platinum,970000,2020-10-14,Active
C03293,27,Female,Mumbai,Medium,Classic,125000,2019-09-25,Active
C03294,58,Female,Pune,Medium,Classic,115000,2022-11-01,Active
C03295,29,Male,Ahmedabad,High,Gold,175000,2020-02-12,Active
C03296,59,Female,Delhi,Low,Classic,100000,2019-11-15,Active
C03297,55,Female,Bangalore,Medium,Classic,115000,2023-11-16,Active
C03298,63,Male,Ahmedabad,High,Platinum,540000,2022-01-17,Active
C03299,47,Male,Chennai,Low,Gold,325000,2023-05-22,Active
C03300,32,Female,Chennai,Low,Platinum,500000,2023-09-12,Active
C03301,45,Female,Delhi,High,Platinum,790000,2023-03-08,Active
C03302,63,Female,Bangalore,High,Classic,65000,2021-07-06,Active
C03303,49,Female,Hyderabad,Medium,Classic,125000,2023-08-13,Active
C03304,51,Female,Chennai,Medium,Classic,130000,2020-12-20,Active
C03305,54,Female,Delhi,Medium,Classic,65000,2022-06-06,Active
C03306,53,Male,Pune,Low,Gold,315000,2021-09-03,Active
C03307,47,Female,Ahmedabad,Medium,Gold,245000,2023-09-16,Inactive
C03308,22,Male,Delhi,Medium,Classic,110000,2020-01-23,Active
C03309,34,Male,Pune,Low,Classic,60000,2021-06-26,Active
C03310,33,Male,Pune,Medium,Classic,150000,2023-04-15,Active
C03311,44,Male,Mumbai,Medium,Gold,280000,2020-11-21,Active
C03312,25,Male,Mumbai,Medium,Classic,135000,2022-06-08,Inactive
C03313,54,Male,Kolkata,Medium,Classic,60000,2019-06-17,Active
C03314,43,Male,Ahmedabad,High,Gold,150000,2023-09-11,Active
C03315,39,Male,Hyderabad,Low,Classic,100000,2022-08-16,Active
C03316,50,Male,Ahmedabad,Medium,Classic,70000,2023-01-02,Active
C03317,63,Female,Hyderabad,Medium,Gold,300000,2021-11-28,Blocked
C03318,36,Female,Pune,Low,Classic,60000,2021-03-14,Active
C03319,60,Female,Hyderabad,Low,Gold,150000,2021-06-06,Active
C03320,54,Male,Kolkata,Medium,Classic,120000,2023-04-04,Active
C03321,31,Female,Hyderabad,Medium,Classic,80000,2021-09-16,Active
C03322,34,Male,Ahmedabad,High,Classic,55000,2022-11-12,Active
C03323,35,Male,Delhi,Medium,Platinum,520000,2019-08-08,Active
C03324,55,Female,Delhi,Low,Gold,270000,2020-11-18,Active
C03325,27,Female,Delhi,Medium,Platinum,350000,2021-09-04,Active
C03326,49,Female,Bangalore,Medium,Gold,190000,2020-12-04,Active
C03327,64,Female,Pune,Medium,Gold,350000,2019-12-18,Active
C03328,42,Male,Hyderabad,High,Classic,75000,2020-07-22,Active
C03329,43,Female,Bangalore,Medium,Classic,115000,2020-04-27,Active
C03330,44,Female,Chennai,Low,Classic,90000,2022-10-26,Active
C03331,55,Female,Pune,Low,Classic,55000,2022-09-05,Active
C03332,30,Female,Kolkata,Medium,Classic,90000,2023-02-02,Inactive
C03333,28,Male,Chennai,Low,Classic,110000,2022-10-20,Active
C03334,32,Male,Delhi,Medium,Classic,145000,2020-05-12,Active
C03335,49,Male,Chennai,Medium,Classic,145000,2023-10-18,Blocked
C03336,49,Male,Delhi,Medium,Classic,105000,2021-06-28,Active
C03337,43,Male,Kolkata,Medium,Gold,195000,2022-06-03,Active
C03338,46,Male,Pune,Medium,Platinum,980000,2022-11-06,Active
C03339,57,Female,Pune,Low,Classic,70000,2021-01-02,Active
C03340,52,Female,Kolkata,Medium,Classic,105000,2020-04-24,Active
C03341,58,Female,Kolkata,Medium,Classic,50000,2022-08-14,Inactive
C03342,26,Male,Ahmedabad,Medium,Platinum,470000,2023-02-15,Active
C03343,28,Male,Hyderabad,Low,Classic,135000,2023-10-12,Active
C03344,37,Female,Bangalore,Medium,Gold,155000,2019-05-27,Active
C03345,32,Male,Delhi,Medium,Classic,100000,2021-04-25,Active
C03346,42,Female,Mumbai,Low,Classic,65000,2021-08-15,Active
C03347,34,Female,Kolkata,High,Classic,135000,2021-10-12,Active
C03348,54,Male,Mumbai,Medium,Classic,80000,2021-11-13,Active
C03349,39,Female,Ahmedabad,Medium,Platinum,1000000,2021-07-27,Active
C03350,26,Male,Hyderabad,Medium,Classic,65000,2023-02-17,Active
C03351,38,Female,Kolkata,High,Gold,230000,2021-03-24,Active
C03352,56,Male,Bangalore,Medium,Gold,310000,2019-08-15,Active
C03353,57,Male,Delhi,Medium,Gold,320000,2022-06-21,Active
C03354,58,Female,Ahmedabad,Medium,Classic,50000,2021-11-13,Active
C03355,35,Female,Hyderabad,Low,Classic,145000,2021-08-29,Active
C03356,58,Female,Bangalore,Low,Classic,150000,2019-04-10,Active
C03357,60,Male,Mumbai,Low,Classic,110000,2020-07-05,Active
C03358,29,Female,Delhi,Low,Gold,200000,2021-11-17,Active
C03359,26,Female,Bangalore,Medium,Classic,135000,2021-01-05,Active
C03360,22,Female,Chennai,Low,Gold,315000,2019-01-05,Blocked
C03361,36,Female,Delhi,Medium,Classic,60000,2021-06-22,Active
C03362,21,Female,Chennai,Medium,Platinum,430000,2021-07-29,Active
C03363,50,Female,Pune,Low,Classic,100000,2020-04-02,Inactive
C03364,53,Female,Pune,Low,Classic,150000,2019-09-19,Active
C03365,21,Male,Pune,Medium,Platinum,590000,2020-04-16,Inactive
C03366,59,Male,Hyderabad,Low,Classic,90000,2019-08-26,Active
C03367,36,Female,Bangalore,Medium,Platinum,750000,2021-11-26,Inactive
C03368,37,Female,Ahmedabad,Medium,Classic,80000,2022-09-03,Active
C03369,58,Female,Ahmedabad,Medium,Classic,85000,2021-08-21,Inactive
C03370,38,Male,Pune,Medium,Gold,160000,2022-01-20,Active
C03371,42,Male,Kolkata,Medium,Platinum,670000,2019-08-11,Active
C03372,42,Male,Bangalore,High,Classic,65000,2022-09-19,Inactive
C03373,55,Male,Bangalore,Low,Platinum,990000,2020-04-10,Active
C03374,51,Male,Bangalore,High,Gold,325000,2019-05-17,Active
C03375,60,Female,Delhi,Medium,Platinum,940000,2019-03-21,Active
C03376,47,Male,Kolkata,Medium,Classic,130000,2021-03-08,Active
C03377,56,Male,Chennai,Medium,Classic,105000,2021-03-22,Active
C03378,24,Male,Chennai,Medium,Platinum,820000,2020-06-03,Inactive
C03379,25,Female,Hyderabad,High,Platinum,710000,2019-08-03,Active
C03380,45,Female,Pune,Low,Classic,110000,2022-09-29,Active
C03381,51,Male,Hyderabad,Medium,Classic,110000,2020-05-07,Active
C03382,34,Female,Ahmedabad,Low,Classic,105000,2023-12-10,Active
C03383,50,Male,Bangalore,Low,Gold,305000,2023-10-02,Inactive
C03384,32,Male,Mumbai,Medium,Classic,60000,2022-03-13,Active
C03385,47,Female,Mumbai,Low,Classic,105000,2020-03-28,Active
C03386,44,Male,Kolkata,High,Classic,145000,2021-09-22,Active
C03387,50,Female,Bangalore,Medium,Gold,245000,2023-03-22,Active
C03388,38,Female,Pune,Medium,Classic,145000,2020-05-08,Active
C03389,34,Female,Chennai,Low,Classic,100000,2021-04-30,Active
C03390,39,Male,Hyderabad,Low,Gold,225000,2019-03-01,Active
C03391,42,Male,Ahmedabad,High,Gold,335000,2019-07-09,Active
C03392,46,Male,Delhi,Medium,Classic,130000,2020-04-26,Active
C03393,27,Male,Mumbai,Low,Classic,110000,2021-07-05,Active
C03394,48,Male,Kolkata,Low,Gold,170000,2020-04-01,Active
C03395,58,Male,Hyderabad,Low,Platinum,820000,2019-07-03,Active
C03396,25,Female,Mumbai,Low,Gold,320000,2020-06-06,Active
C03397,56,Female,Chennai,Medium,Platinum,820000,2020-08-13,Active
C03398,38,Male,Chennai,Medium,Gold,215000,2019-12-08,Active
C03399,34,Male,Bangalore,Medium,Gold,275000,2021-02-13,Inactive
C03400,43,Male,Ahmedabad,High,Classic,110000,2022-06-18,Active
C03401,34,Male,Bangalore,Low,Classic,100000,2023-03-11,Inactive
C03402,52,Male,Mumbai,Medium,Classic,115000,2019-04-08,Blocked
C03403,25,Male,Mumbai,Medium,Classic,95000,2023-11-29,Active
C03404,42,Female,Hyderabad,Low,Gold,265000,2022-07-28,Inactive
C03405,48,Female,Ahmedabad,Low,Classic,135000,2022-09-06,Active
C03406,63,Male,Bangalore,Medium,Gold,340000,2019-04-17,Active
C03407,32,Female,Kolkata,Low,Classic,135000,2023-12-15,Active
C03408,38,Male,Kolkata,Medium,Classic,150000,2020-07-07,Active
C03409,56,Female,Chennai,Medium,Platinum,680000,2021-03-19,Active
C03410,51,Male,Ahmedabad,Low,Classic,85000,2021-01-16,Blocked
C03411,33,Male,Pune,Low,Classic,120000,2019-11-07,Active
C03412,40,Male,Hyderabad,Low,Classic,75000,2021-02-22,Active
C03413,56,Male,Ahmedabad,Medium,Platinum,590000,2021-11-09,Inactive
C03414,27,Female,Hyderabad,Low,Classic,70000,2019-03-31,Active
C03415,43,Female,Delhi,High,Gold,290000,2022-06-13,Active
C03416,54,Female,Kolkata,High,Classic,60000,2021-03-05,Inactive
C03417,52,Male,Pune,Low,Gold,295000,2020-06-01,Active
C03418,41,Female,Ahmedabad,High,Classic,90000,2020-02-18,Active
C03419,26,Female,Ahmedabad,Medium,Gold,230000,2022-11-09,Active
C03420,36,Female,Chennai,Low,Platinum,830000,2023-10-05,Active
C03421,55,Female,Hyderabad,Medium,Gold,245000,2023-01-04,Active
C03422,40,Female,Pune,Medium,Gold,275000,2021-05-09,Active
C03423,62,Female,Delhi,Low,Gold,170000,2023-12-02,Active
C03424,61,Female,Pune,Low,Gold,210000,2020-06-13,Inactive
C03425,31,Male,Bangalore,Low,Classic,80000,2023-10-22,Active
C03426,52,Male,Chennai,Low,Gold,165000,2020-06-21,Active
C03427,34,Female,Bangalore,Low,Classic,110000,2019-12-16,Active
C03428,44,Female,Delhi,Medium,Classic,130000,2020-08-04,Active
C03429,64,Male,Kolkata,Low,Classic,85000,2023-04-24,Active
C03430,59,Female,Chennai,Low,Classic,60000,2023-09-18,Active
C03431,63,Male,Mumbai,Low,Classic,125000,2022-08-17,Active
C03432,51,Male,Mumbai,High,Gold,315000,2021-02-13,Active
C03433,37,Male,Mumbai,Low,Classic,50000,2023-04-22,Inactive
C03434,45,Female,Pune,Medium,Classic,85000,2021-07-28,Inactive
C03435,29,Male,Hyderabad,Medium,Gold,295000,2023-04-13,Active
C03436,42,Male,Pune,Medium,Classic,60000,2020-04-04,Active
C03437,55,Male,Pune,Medium,Gold,230000,2019-03-14,Active
C03438,57,Male,Pune,Low,Gold,265000,2019-08-29,Active
C03439,37,Female,Pune,Low,Platinum,980000,2021-04-12,Active
